raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
10,NA,34,33,34,34,39,32,36,41
11,NA,37,37,37,38,43,36,40,44
12,NA,40,40,41,42,47,40,44,47
13,NA,43,43,44,46,50,44,48,49
14,NA,46,47,47,49,54,47,51,52
15,NA,49,50,51,52,58,50,55,55
16,NA,51,53,54,56,61,53,58,57
17,NA,54,56,56,59,64,57,61,60
18,NA,56,58,59,62,67,60,64,62
19,NA,59,61,62,65,71,63,67,64
20,NA,61,64,65,68,74,65,70,67
21,NA,64,67,67,71,75,68,73,69
22,NA,66,69,70,74,75,71,75,71
23,NA,68,72,72,75,75,73,75,73
24,NA,70,74,75,75,75,75,75,75
25,NA,72,75,75,75,75,75,75,75
26,NA,74,75,75,75,75,75,75,75
27,NA,75,75,75,75,75,75,75,75
28,NA,75,75,75,75,75,75,75,75
29,NA,75,75,75,75,75,75,75,75
30,NA,75,75,75,75,75,75,75,75
31,NA,75,75,75,75,75,75,75,75
32,NA,75,75,75,75,75,75,75,75
33,NA,75,75,75,75,75,75,75,75
34,NA,75,75,75,75,75,75,75,75
35,NA,75,75,75,75,75,75,75,75
36,NA,75,75,75,75,75,75,75,75
37,NA,75,75,75,75,75,75,75,75
38,NA,75,75,75,75,75,75,75,75
39,NA,75,75,75,75,75,75,75,75
40,NA,75,75,75,75,75,75,75,75
41,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,30,NA,NA,NA,NA,NA,NA,NA,NA
61,31,NA,NA,NA,NA,NA,NA,NA,NA
62,32,NA,NA,NA,NA,NA,NA,NA,NA
63,32,NA,NA,NA,NA,NA,NA,NA,NA
64,33,NA,NA,NA,NA,NA,NA,NA,NA
65,34,NA,NA,NA,NA,NA,NA,NA,NA
66,35,NA,NA,NA,NA,NA,NA,NA,NA
67,36,NA,NA,NA,NA,NA,NA,NA,NA
68,37,NA,NA,NA,NA,NA,NA,NA,NA
69,37,NA,NA,NA,NA,NA,NA,NA,NA
70,38,NA,NA,NA,NA,NA,NA,NA,NA
71,39,NA,NA,NA,NA,NA,NA,NA,NA
72,40,NA,NA,NA,NA,NA,NA,NA,NA
73,40,NA,NA,NA,NA,NA,NA,NA,NA
74,41,NA,NA,NA,NA,NA,NA,NA,NA
75,42,NA,NA,NA,NA,NA,NA,NA,NA
76,43,NA,NA,NA,NA,NA,NA,NA,NA
77,43,NA,NA,NA,NA,NA,NA,NA,NA
78,44,NA,NA,NA,NA,NA,NA,NA,NA
79,45,NA,NA,NA,NA,NA,NA,NA,NA
80,46,NA,NA,NA,NA,NA,NA,NA,NA
81,46,NA,NA,NA,NA,NA,NA,NA,NA
82,47,NA,NA,NA,NA,NA,NA,NA,NA
83,48,NA,NA,NA,NA,NA,NA,NA,NA
84,49,NA,NA,NA,NA,NA,NA,NA,NA
85,49,NA,NA,NA,NA,NA,NA,NA,NA
86,50,NA,NA,NA,NA,NA,NA,NA,NA
87,51,NA,NA,NA,NA,NA,NA,NA,NA
