raw,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,TOT_NT,PLA_NT,SOC_NT
90,,,,,,,52,,
91,,,,,,,52,,
92,,,,,,,53,,
93,,,,,,,54,,
94,,,,,,,54,,
95,,,,,,,55,,
96,,,,,,,55,,
97,,,,,,,56,,
98,,,,,,,56,,
99,,,,,,,57,,
100,,,,,,,57,,
101,,,,,,,58,,
102,,,,,,,59,,
103,,,,,,,59,,
104,,,,,,,60,,
105,,,,,,,60,,
106,,,,,,,61,,
107,,,,,,,61,,
108,,,,,,,62,,
109,,,,,,,62,,
110,,,,,,,63,,
111,,,,,,,63,,
112,,,,,,,64,,
113,,,,,,,64,,
114,,,,,,,64,,
115,,,,,,,65,,
116,,,,,,,65,,
117,,,,,,,66,,
118,,,,,,,66,,
119,,,,,,,67,,
120,,,,,,,67,,
121,,,,,,,68,,
122,,,,,,,68,,
123,,,,,,,69,,
124,,,,,,,69,,
125,,,,,,,69,,
126,,,,,,,70,,
127,,,,,,,70,,
128,,,,,,,71,,
129,,,,,,,71,,
130,,,,,,,71,,
131,,,,,,,72,,
132,,,,,,,72,,
133,,,,,,,72,,
134,,,,,,,72,,
135,,,,,,,73,,
136,,,,,,,73,,
137,,,,,,,74,,
138,,,,,,,74,,
139,,,,,,,75,,
140,,,,,,,75,,
141,,,,,,,75,,
142,,,,,,,76,,
143,,,,,,,76,,
144,,,,,,,77,,
145,,,,,,,77,,
146,,,,,,,78,,
147,,,,,,,78,,
148,,,,,,,78,,
149,,,,,,,78,,
150,,,,,,,78,,
151,,,,,,,78,,
152,,,,,,,78,,
153,,,,,,,80,,
154,,,,,,,80,,
155,,,,,,,80,,
156,,,,,,,80,,
157,,,,,,,80,,
158,,,,,,,80,,
159,,,,,,,80,,
160,,,,,,,80,,
161,,,,,,,80,,
162,,,,,,,80,,
163,,,,,,,80,,
164,,,,,,,80,,
165,,,,,,,80,,
166,,,,,,,80,,
167,,,,,,,80,,
168,,,,,,,80,,
169,,,,,,,80,,
170,,,,,,,80,,
171,,,,,,,80,,
172,,,,,,,80,,
173,,,,,,,80,,
174,,,,,,,80,,
175,,,,,,,80,,
176,,,,,,,80,,
177,,,,,,,80,,
178,,,,,,,80,,
179,,,,,,,80,,
180,,,,,,,80,,
181,,,,,,,80,,
182,,,,,,,80,,
183,,,,,,,80,,
184,,,,,,,80,,
185,,,,,,,80,,
186,,,,,,,80,,
187,,,,,,,80,,
188,,,,,,,80,,
189,,,,,,,80,,
190,,,,,,,80,,
191,,,,,,,80,,
192,,,,,,,80,,
193,,,,,,,80,,
194,,,,,,,80,,
195,,,,,,,80,,
196,,,,,,,80,,
197,,,,,,,80,,
198,,,,,,,80,,
199,,,,,,,80,,
200,,,,,,,80,,
201,,,,,,,80,,
202,,,,,,,80,,
203,,,,,,,80,,
204,,,,,,,80,,
205,,,,,,,80,,
206,,,,,,,80,,
207,,,,,,,80,,
208,,,,,,,80,,
209,,,,,,,80,,
210,,,,,,,80,,
211,,,,,,,80,,
212,,,,,,,80,,
213,,,,,,,80,,
214,,,,,,,80,,
215,,,,,,,80,,
216,,,,,,,80,,
217,,,,,,,80,,
218,,,,,,,80,,
219,,,,,,,80,,
220,,,,,,,80,,
221,,,,,,,80,,
222,,,,,,,80,,
223,,,,,,,80,,
224,,,,,,,80,,
225,,,,,,,80,,
226,,,,,,,80,,
227,,,,,,,80,,
228,,,,,,,80,,
229,,,,,,,80,,
230,,,,,,,80,,
231,,,,,,,80,,
232,,,,,,,80,,
233,,,,,,,80,,
234,,,,,,,80,,
235,,,,,,,80,,
236,,,,,,,80,,
237,,,,,,,80,,
238,,,,,,,80,,
239,,,,,,,80,,
240,,,,,,,80,,
