T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,184--240,32--40,31--40,31--40,31--40,32--40,31--40,31--40,35--40
74,162--183,31,30,29--30,30,30--31,30,30,34
73,156--161,-,29,28,29,-,29,28--29,33
72,154--155,30,27--28,27,28,29,28,27,32
71,151--153,-,26,-,27,-,27,-,31
70,143--150,29,25,26,25--26,28,26,26,30
69,139--142,28,-,-,24,26--27,25,24--25,-
68,134--138,-,24,24--25,23,25,24,23,28--29
67,127--133,27,22--23,23,22,-,23,21--22,27
66,121--126,26,21,22,21,24,22,20,25--26
65,115--120,-,20,21,20,23,20--21,18--19,24
64,109--114,25,-,20,19,22,19,17,23
63,105--108,-,19,19,18,21,18,-,22
62,99--104,24,18,18,17,20,-,16,21
61,95--98,23,-,17,-,19,17,15,20
60,92--94,-,17,16,16,-,16,14,19
59,88--91,22,16,-,15,18,15,-,18
58,86--87,21,-,15,-,-,-,13,17
57,84--85,-,15,-,14,17,14,-,-
56,82--83,20,-,14,-,-,-,12,16
55,80--81,-,14,-,13,16,13,-,15
54,78--79,19,-,13,-,-,-,-,-
53,77,-,13,-,-,15,-,-,14
52,75--76,18,-,-,12,-,12,11,-
51,74,-,-,12,-,14,-,-,13
50,72--73,17,12,-,-,-,-,-,-
49,71,-,-,-,-,-,-,-,-
48,70,16,-,-,11,13,11,-,12
47,68--69,-,11,11,-,-,-,-,-
46,-,15,-,-,-,12,-,-,-
45,67,-,-,-,-,-,-,-,11
44,66,14,-,-,-,-,-,-,-
43,65,-,-,-,-,11,-,10,-
42,-,-,-,-,-,-,-,-,-
41,64,13,-,-,-,-,-,-,-
40,63,-,10,-,10,-,10,-,-
39,-,12,-,10,-,-,-,-,-
38,62,-,-,-,-,-,-,-,10
37,-,-,-,-,-,10,-,-,-
36,61,11,-,-,-,-,-,-,-
35,-,-,-,-,-,-,-,-,-
34,-,-,-,-,-,-,-,-,-
33,-,-,-,-,-,-,-,-,-
32,-,-,-,-,-,-,-,-,-
31,60,10,-,-,-,-,-,-,-
30,-,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
