raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
10,NA,32,40,40,41,37,41,44,38
11,NA,37,48,48,49,43,49,53,45
12,NA,40,51,52,52,46,52,56,48
13,NA,43,54,54,55,49,55,58,50
14,NA,46,56,56,57,51,57,60,53
15,NA,48,58,58,59,54,59,61,55
16,NA,50,59,60,60,56,60,62,56
17,NA,52,60,61,62,58,61,63,57
18,NA,55,61,62,62,59,62,64,59
19,NA,56,63,63,63,60,63,64,60
20,NA,58,64,63,64,61,64,65,61
21,NA,59,64,64,65,62,65,65,62
22,NA,61,65,65,66,63,65,66,63
23,NA,62,66,65,66,64,66,67,64
24,NA,64,67,66,67,65,67,67,65
25,NA,66,68,67,68,66,67,68,66
26,NA,68,70,68,68,66,68,69,66
27,NA,70,71,70,69,67,69,70,67
28,NA,71,73,71,70,68,70,71,68
29,NA,74,74,72,71,70,71,71,69
30,NA,75,74,73,73,71,73,72,71
31,NA,75,75,73,74,72,74,74,72
32,NA,75,75,75,74,73,75,74,73
33,NA,75,75,75,75,74,75,75,74
34,NA,75,75,75,75,75,75,75,75
35,NA,75,75,75,75,75,75,75,75
36,NA,75,75,75,75,75,75,75,75
37,NA,75,75,75,75,75,75,75,75
38,NA,75,75,75,75,75,75,75,75
39,NA,75,75,75,75,75,75,75,75
40,NA,75,75,75,75,75,75,75,75
41,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,31,NA,NA,NA,NA,NA,NA,NA,NA
61,37,NA,NA,NA,NA,NA,NA,NA,NA
62,39,NA,NA,NA,NA,NA,NA,NA,NA
63,41,NA,NA,NA,NA,NA,NA,NA,NA
64,42,NA,NA,NA,NA,NA,NA,NA,NA
65,44,NA,NA,NA,NA,NA,NA,NA,NA
66,45,NA,NA,NA,NA,NA,NA,NA,NA
67,47,NA,NA,NA,NA,NA,NA,NA,NA
68,48,NA,NA,NA,NA,NA,NA,NA,NA
69,48,NA,NA,NA,NA,NA,NA,NA,NA
70,49,NA,NA,NA,NA,NA,NA,NA,NA
71,50,NA,NA,NA,NA,NA,NA,NA,NA
72,51,NA,NA,NA,NA,NA,NA,NA,NA
73,51,NA,NA,NA,NA,NA,NA,NA,NA
74,52,NA,NA,NA,NA,NA,NA,NA,NA
75,53,NA,NA,NA,NA,NA,NA,NA,NA
76,53,NA,NA,NA,NA,NA,NA,NA,NA
77,54,NA,NA,NA,NA,NA,NA,NA,NA
78,54,NA,NA,NA,NA,NA,NA,NA,NA
79,55,NA,NA,NA,NA,NA,NA,NA,NA
80,55,NA,NA,NA,NA,NA,NA,NA,NA
81,56,NA,NA,NA,NA,NA,NA,NA,NA
82,56,NA,NA,NA,NA,NA,NA,NA,NA
83,57,NA,NA,NA,NA,NA,NA,NA,NA
84,57,NA,NA,NA,NA,NA,NA,NA,NA
85,57,NA,NA,NA,NA,NA,NA,NA,NA
86,58,NA,NA,NA,NA,NA,NA,NA,NA
87,58,NA,NA,NA,NA,NA,NA,NA,NA
88,59,NA,NA,NA,NA,NA,NA,NA,NA
89,59,NA,NA,NA,NA,NA,NA,NA,NA
90,59,NA,NA,NA,NA,NA,NA,NA,NA
91,59,NA,NA,NA,NA,NA,NA,NA,NA
92,59,NA,NA,NA,NA,NA,NA,NA,NA
93,60,NA,NA,NA,NA,NA,NA,NA,NA
94,60,NA,NA,NA,NA,NA,NA,NA,NA
95,60,NA,NA,NA,NA,NA,NA,NA,NA
96,60,NA,NA,NA,NA,NA,NA,NA,NA
97,61,NA,NA,NA,NA,NA,NA,NA,NA
98,61,NA,NA,NA,NA,NA,NA,NA,NA
99,61,NA,NA,NA,NA,NA,NA,NA,NA
100,62,NA,NA,NA,NA,NA,NA,NA,NA
101,62,NA,NA,NA,NA,NA,NA,NA,NA
102,62,NA,NA,NA,NA,NA,NA,NA,NA
103,62,NA,NA,NA,NA,NA,NA,NA,NA
104,62,NA,NA,NA,NA,NA,NA,NA,NA
105,62,NA,NA,NA,NA,NA,NA,NA,NA
106,63,NA,NA,NA,NA,NA,NA,NA,NA
107,63,NA,NA,NA,NA,NA,NA,NA,NA
108,63,NA,NA,NA,NA,NA,NA,NA,NA
109,63,NA,NA,NA,NA,NA,NA,NA,NA
110,64,NA,NA,NA,NA,NA,NA,NA,NA
111,64,NA,NA,NA,NA,NA,NA,NA,NA
112,64,NA,NA,NA,NA,NA,NA,NA,NA
113,64,NA,NA,NA,NA,NA,NA,NA,NA
114,64,NA,NA,NA,NA,NA,NA,NA,NA
115,64,NA,NA,NA,NA,NA,NA,NA,NA
116,64,NA,NA,NA,NA,NA,NA,NA,NA
117,64,NA,NA,NA,NA,NA,NA,NA,NA
118,65,NA,NA,NA,NA,NA,NA,NA,NA
119,65,NA,NA,NA,NA,NA,NA,NA,NA
120,65,NA,NA,NA,NA,NA,NA,NA,NA
121,65,NA,NA,NA,NA,NA,NA,NA,NA
122,65,NA,NA,NA,NA,NA,NA,NA,NA
123,65,NA,NA,NA,NA,NA,NA,NA,NA
124,65,NA,NA,NA,NA,NA,NA,NA,NA
125,65,NA,NA,NA,NA,NA,NA,NA,NA
126,65,NA,NA,NA,NA,NA,NA,NA,NA
127,65,NA,NA,NA,NA,NA,NA,NA,NA
128,65,NA,NA,NA,NA,NA,NA,NA,NA
129,65,NA,NA,NA,NA,NA,NA,NA,NA
130,65,NA,NA,NA,NA,NA,NA,NA,NA
131,65,NA,NA,NA,NA,NA,NA,NA,NA
132,65,NA,NA,NA,NA,NA,NA,NA,NA
133,66,NA,NA,NA,NA,NA,NA,NA,NA
134,66,NA,NA,NA,NA,NA,NA,NA,NA
135,66,NA,NA,NA,NA,NA,NA,NA,NA
136,66,NA,NA,NA,NA,NA,NA,NA,NA
137,66,NA,NA,NA,NA,NA,NA,NA,NA
138,66,NA,NA,NA,NA,NA,NA,NA,NA
139,66,NA,NA,NA,NA,NA,NA,NA,NA
140,66,NA,NA,NA,NA,NA,NA,NA,NA
141,66,NA,NA,NA,NA,NA,NA,NA,NA
142,66,NA,NA,NA,NA,NA,NA,NA,NA
143,67,NA,NA,NA,NA,NA,NA,NA,NA
144,67,NA,NA,NA,NA,NA,NA,NA,NA
145,67,NA,NA,NA,NA,NA,NA,NA,NA
146,67,NA,NA,NA,NA,NA,NA,NA,NA
147,67,NA,NA,NA,NA,NA,NA,NA,NA
148,67,NA,NA,NA,NA,NA,NA,NA,NA
149,67,NA,NA,NA,NA,NA,NA,NA,NA
150,68,NA,NA,NA,NA,NA,NA,NA,NA
151,68,NA,NA,NA,NA,NA,NA,NA,NA
152,68,NA,NA,NA,NA,NA,NA,NA,NA
153,68,NA,NA,NA,NA,NA,NA,NA,NA
154,69,NA,NA,NA,NA,NA,NA,NA,NA
155,69,NA,NA,NA,NA,NA,NA,NA,NA
156,69,NA,NA,NA,NA,NA,NA,NA,NA
157,69,NA,NA,NA,NA,NA,NA,NA,NA
158,69,NA,NA,NA,NA,NA,NA,NA,NA
159,70,NA,NA,NA,NA,NA,NA,NA,NA
160,70,NA,NA,NA,NA,NA,NA,NA,NA
161,70,NA,NA,NA,NA,NA,NA,NA,NA
162,70,NA,NA,NA,NA,NA,NA,NA,NA
163,71,NA,NA,NA,NA,NA,NA,NA,NA
164,71,NA,NA,NA,NA,NA,NA,NA,NA
165,71,NA,NA,NA,NA,NA,NA,NA,NA
166,71,NA,NA,NA,NA,NA,NA,NA,NA
167,71,NA,NA,NA,NA,NA,NA,NA,NA
168,71,NA,NA,NA,NA,NA,NA,NA,NA
169,71,NA,NA,NA,NA,NA,NA,NA,NA
170,71,NA,NA,NA,NA,NA,NA,NA,NA
171,72,NA,NA,NA,NA,NA,NA,NA,NA
172,72,NA,NA,NA,NA,NA,NA,NA,NA
173,72,NA,NA,NA,NA,NA,NA,NA,NA
174,72,NA,NA,NA,NA,NA,NA,NA,NA
175,72,NA,NA,NA,NA,NA,NA,NA,NA
176,72,NA,NA,NA,NA,NA,NA,NA,NA
177,73,NA,NA,NA,NA,NA,NA,NA,NA
178,73,NA,NA,NA,NA,NA,NA,NA,NA
179,73,NA,NA,NA,NA,NA,NA,NA,NA
180,73,NA,NA,NA,NA,NA,NA,NA,NA
181,74,NA,NA,NA,NA,NA,NA,NA,NA
182,74,NA,NA,NA,NA,NA,NA,NA,NA
183,74,NA,NA,NA,NA,NA,NA,NA,NA
184,75,NA,NA,NA,NA,NA,NA,NA,NA
185,75,NA,NA,NA,NA,NA,NA,NA,NA
186,75,NA,NA,NA,NA,NA,NA,NA,NA
187,75,NA,NA,NA,NA,NA,NA,NA,NA
188,75,NA,NA,NA,NA,NA,NA,NA,NA
189,75,NA,NA,NA,NA,NA,NA,NA,NA
190,75,NA,NA,NA,NA,NA,NA,NA,NA
191,75,NA,NA,NA,NA,NA,NA,NA,NA
192,75,NA,NA,NA,NA,NA,NA,NA,NA
193,75,NA,NA,NA,NA,NA,NA,NA,NA
194,75,NA,NA,NA,NA,NA,NA,NA,NA
195,75,NA,NA,NA,NA,NA,NA,NA,NA
196,75,NA,NA,NA,NA,NA,NA,NA,NA
197,75,NA,NA,NA,NA,NA,NA,NA,NA
198,75,NA,NA,NA,NA,NA,NA,NA,NA
199,75,NA,NA,NA,NA,NA,NA,NA,NA
200,75,NA,NA,NA,NA,NA,NA,NA,NA
201,75,NA,NA,NA,NA,NA,NA,NA,NA
202,75,NA,NA,NA,NA,NA,NA,NA,NA
203,75,NA,NA,NA,NA,NA,NA,NA,NA
204,75,NA,NA,NA,NA,NA,NA,NA,NA
205,75,NA,NA,NA,NA,NA,NA,NA,NA
206,75,NA,NA,NA,NA,NA,NA,NA,NA
207,75,NA,NA,NA,NA,NA,NA,NA,NA
208,75,NA,NA,NA,NA,NA,NA,NA,NA
209,75,NA,NA,NA,NA,NA,NA,NA,NA
210,75,NA,NA,NA,NA,NA,NA,NA,NA
211,75,NA,NA,NA,NA,NA,NA,NA,NA
