raw,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,TOT_NT,PLA_NT,SOC_NT
89,,,,,,,58,,
90,,,,,,,58,,
91,,,,,,,59,,
92,,,,,,,59,,
93,,,,,,,60,,
94,,,,,,,60,,
95,,,,,,,61,,
96,,,,,,,61,,
97,,,,,,,62,,
98,,,,,,,62,,
99,,,,,,,62,,
100,,,,,,,62,,
101,,,,,,,62,,
102,,,,,,,62,,
103,,,,,,,63,,
104,,,,,,,63,,
105,,,,,,,64,,
106,,,,,,,64,,
107,,,,,,,64,,
108,,,,,,,64,,
109,,,,,,,64,,
110,,,,,,,65,,
111,,,,,,,65,,
112,,,,,,,65,,
113,,,,,,,65,,
114,,,,,,,65,,
115,,,,,,,65,,
116,,,,,,,66,,
117,,,,,,,66,,
118,,,,,,,66,,
119,,,,,,,66,,
120,,,,,,,66,,
121,,,,,,,66,,
122,,,,,,,66,,
123,,,,,,,66,,
124,,,,,,,67,,
125,,,,,,,67,,
126,,,,,,,67,,
127,,,,,,,68,,
128,,,,,,,68,,
129,,,,,,,68,,
130,,,,,,,68,,
131,,,,,,,68,,
132,,,,,,,69,,
133,,,,,,,69,,
134,,,,,,,70,,
135,,,,,,,70,,
136,,,,,,,70,,
137,,,,,,,70,,
138,,,,,,,71,,
139,,,,,,,71,,
140,,,,,,,71,,
141,,,,,,,71,,
142,,,,,,,71,,
143,,,,,,,72,,
144,,,,,,,72,,
145,,,,,,,72,,
146,,,,,,,72,,
147,,,,,,,72,,
148,,,,,,,72,,
149,,,,,,,72,,
150,,,,,,,74,,
151,,,,,,,74,,
152,,,,,,,74,,
153,,,,,,,74,,
154,,,,,,,74,,
155,,,,,,,75,,
156,,,,,,,75,,
157,,,,,,,75,,
158,,,,,,,75,,
159,,,,,,,75,,
160,,,,,,,75,,
161,,,,,,,75,,
162,,,,,,,77,,
163,,,,,,,77,,
164,,,,,,,77,,
165,,,,,,,77,,
166,,,,,,,77,,
167,,,,,,,77,,
168,,,,,,,77,,
169,,,,,,,77,,
170,,,,,,,77,,
171,,,,,,,77,,
172,,,,,,,77,,
173,,,,,,,77,,
174,,,,,,,77,,
175,,,,,,,77,,
176,,,,,,,77,,
177,,,,,,,77,,
178,,,,,,,77,,
179,,,,,,,77,,
180,,,,,,,77,,
181,,,,,,,77,,
182,,,,,,,77,,
183,,,,,,,77,,
184,,,,,,,77,,
185,,,,,,,77,,
186,,,,,,,77,,
187,,,,,,,77,,
188,,,,,,,77,,
189,,,,,,,77,,
190,,,,,,,77,,
191,,,,,,,77,,
192,,,,,,,77,,
193,,,,,,,77,,
194,,,,,,,77,,
195,,,,,,,77,,
196,,,,,,,77,,
197,,,,,,,77,,
198,,,,,,,77,,
199,,,,,,,80,,
200,,,,,,,80,,
201,,,,,,,80,,
202,,,,,,,80,,
203,,,,,,,80,,
204,,,,,,,80,,
205,,,,,,,80,,
206,,,,,,,80,,
207,,,,,,,80,,
208,,,,,,,80,,
209,,,,,,,80,,
210,,,,,,,80,,
211,,,,,,,80,,
212,,,,,,,80,,
213,,,,,,,80,,
214,,,,,,,80,,
215,,,,,,,80,,
216,,,,,,,80,,
217,,,,,,,80,,
218,,,,,,,80,,
219,,,,,,,80,,
220,,,,,,,80,,
221,,,,,,,80,,
222,,,,,,,80,,
223,,,,,,,80,,
224,,,,,,,80,,
225,,,,,,,80,,
226,,,,,,,80,,
227,,,,,,,80,,
228,,,,,,,80,,
229,,,,,,,80,,
230,,,,,,,80,,
231,,,,,,,80,,
232,,,,,,,80,,
233,,,,,,,80,,
234,,,,,,,80,,
235,,,,,,,80,,
236,,,,,,,80,,
237,,,,,,,80,,
238,,,,,,,80,,
239,,,,,,,80,,
240,,,,,,,80,,
