T,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
75,-,27--40,32--40,27--40,23--40,21--40,24--40,21--40,18--40
74,-,-,-,-,-,-,-,-,-
73,-,-,-,-,-,20,-,-,17
72,119--240,25--26,24--31,25--26,-,-,22--23,19--20,-
71,118,-,-,-,-,-,-,-,-
70,115--117,-,23,-,-,19,21,-,-
69,113--114,-,-,23--24,-,-,-,18,16
68,-,23--24,22,-,20--22,-,-,-,-
67,110--112,-,-,22,-,18,20,-,-
66,108--109,22,21,-,-,-,-,17,15
65,106--107,21,-,21,19,17,19,-,-
64,104--105,-,20,-,-,-,-,-,-
63,103,20,-,20,18,-,-,16,-
62,101--102,-,19,-,-,-,18,-,14
61,99--100,-,-,19,-,16,-,-,-
60,98,19,-,-,17,-,17,15,-
59,96--97,-,18,-,-,-,-,-,-
58,95,18,-,18,-,15,-,-,-
57,93--94,-,17,-,16,-,16,-,13
56,92,17,-,17,-,-,-,14,-
55,90--91,-,-,-,-,14,-,-,-
54,89,-,16,-,15,-,15,-,-
53,87--88,16,-,16,-,-,-,-,-
52,86,-,-,-,-,-,-,13,12
51,84--85,15,15,15,14,13,-,-,-
50,83,-,-,-,-,-,14,-,-
49,82,-,-,-,-,-,-,-,-
48,80--81,14,14,14,-,-,-,12,-
47,79,-,-,-,13,12,13,-,11
46,78,-,-,-,-,-,-,-,-
45,77,13,-,13,-,-,-,-,-
44,75--76,-,13,-,12,-,-,-,-
43,74,-,-,-,-,-,12,11,-
42,73,12,-,-,-,11,-,-,10
41,72,-,12,12,-,-,-,-,-
40,71,-,-,-,-,-,-,-,-
39,69--70,-,-,-,11,-,11,-,-
38,68,11,-,11,-,-,-,10,-
37,67,-,11,-,-,10,-,-,-
36,66,-,-,-,-,-,-,-,-
35,65,-,-,-,10,-,-,-,-
34,64,10,-,-,-,-,10,-,-
33,63,-,10,10,-,-,-,-,-
32,62,-,-,-,-,-,-,-,-
31,61,-,-,-,-,-,-,-,-
30,60,-,-,-,-,-,-,-,-
29,-,-,-,-,-,-,-,-,-
28,-,-,-,-,-,-,-,-,-
27,-,-,-,-,-,-,-,-,-
26,-,-,-,-,-,-,-,-,-
25,-,-,-,-,-,-,-,-,-
